mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,spectral_centroid,spectral_bandwidth,spectral_rolloff,jitter,shimmer,label
-334.4976257622639,-15.122565309936968,-34.82803611866885,-4.9405063571910155,-21.75963626031895,-11.016063097482785,-8.926029502748817,-8.325574222976474,-10.653303850675107,-3.1029336204551132,6.005157742381172,5.343166970365723,-8.276477298145346,1438.8381734054683,1526.7448126554023,2860.0,0.01778370035113184,0.022165076498514444,real
-303.4238645632914,1.3689590045922442,-31.064046613244116,4.090248576870725,-20.97691777654233,-6.556312291322229,-8.979655939198318,-9.18936192124103,-3.8060927293330264,-2.411487357194504,-7.503520060405941,-7.2342036412472766,-8.119381084411431,1220.5079335838707,1452.0902616839355,2579.0,0.023162045065962217,0.02936580647687109,real
-338.6185903332185,-14.435050098183707,-35.213800083317125,-4.686316408465622,-21.728800400719898,-12.20364903044872,-10.636043579787186,-10.103739629916086,-8.479390737295223,0.9684163068679951,5.769486702280623,1.1255973703008766,-9.927020951118992,1464.4269171076157,1514.5881265231974,2862.0,0.017207719780665768,0.021543611271808295,real
-312.68578108217605,-8.154013876655764,-45.514630050468355,-10.465527076602509,-24.32845606915875,-11.22950539796638,-12.751315450491303,-7.828229869868395,-3.7357166906330614,-8.262816947595221,-3.7227130385504137,5.308726517009312,1.3402696429597842,1361.1512617273704,1467.6988086256185,2752.0,0.022224343781199935,0.025961947482777373,real
-299.35010482808747,-9.892589155387489,-16.695590009584684,15.195966600117414,-29.723539482772612,-12.085726369342472,-17.11854693957512,-5.857336061347721,-3.911785644096881,-1.9694429091713856,-0.057099994302189594,0.9517529657752499,-3.6484022378243406,1480.1177810088761,1643.0608670649917,3378.0,0.022474111976554585,0.02682084599633045,real
-279.7776928820728,-4.594589021967274,-21.268829073945103,11.588301957339112,-29.700468696057325,-6.096704999251974,-17.86535898258943,-8.578665426459642,-6.140519752854589,-5.125120710364853,2.768086811202172,3.974472170108242,-0.8463385876682493,1323.9329730357867,1534.3945024562279,3089.0,0.02689086484460963,0.03180902326641838,real
-211.16172324958836,-10.72389637762034,-39.046136385935334,4.3144544237261915,-14.00788599170878,-1.2036230589385664,-10.263764113421008,0.25504223401647136,-2.668310117592964,-7.825215681793502,-9.534848187918923,1.7835394395522692,-2.360618063428974,1473.5031541348258,1528.8348581618193,3014.0,0.0618901720030209,0.07220161576496391,real
-287.9048455675792,-4.434558507901713,-15.287724337448774,17.934315850808005,-34.01096593819924,-10.979531745345186,-14.49464666909049,-1.954283758184038,-4.364424873912728,-7.341840318577386,-2.584917358321266,-2.03983737043966,-5.972000302947067,1329.9085141762241,1552.5094422492443,3148.0,0.024795269533753383,0.02978273456820039,real
-287.9190057387173,-4.407705639268156,-15.162980317091522,17.738875266558182,-33.898082035033724,-11.13566222053241,-14.412707557896828,-1.9823335419422536,-4.270765389008716,-7.3462721306241034,-2.498057843072651,-1.9926297601730178,-5.878943500106297,1328.1337794262156,1552.589891127666,3141.0,0.02473894267582502,0.029715459270923436,real
-287.4401099059127,-7.645322893316084,-23.666457083425335,9.926859850216847,-32.36329672430298,-11.459287725878518,-17.654108568874907,-7.509277767893753,-7.21513521781582,-5.26597110969889,-1.034689865508854,0.5647715488778697,-2.2665293667286104,1376.7284417194614,1547.7859402625645,3143.0,0.024844236208400275,0.02982591196536267,real
